Gene_ID,Name,Annotation,OPID,RS_5,RS_30,RS_60,RS_90,RS_120,RS_150,RP_5,RP_30,RP_60,RP_90,RP_120,RP_150,TE_5,TE_30,TE_60,TE_90,TE_120,TE_150,tai_5,tai_30,tai_60,tai_90,tai_120,tai_150
CCNA_00033,NA,polyribonucleotide nucleotidyltransferase/polynucleotide adenylyltransferase,17,741.7733329,659.0715502,933.9894886,1064.575275,814.7668931,921.7617898,1108.621408,1130.948908,1210.994272,1567.939592,1398.264593,1623.694461,1.494555492,1.715972883,1.296582335,1.472831118,1.716152933,1.761512007,0.84315,0.84746,0.85611,0.85057,0.83205,0.84585
CCNA_00034,NA,SSU ribosomal protein S15P,17,3452.917008,5680.679983,4071.419874,3914.033643,6644.205015,6324.743054,1938.583562,3986.990513,4067.10243,4700.009856,5887.360027,5686.291168,0.561433581,0.701850927,0.998939573,1.200809774,0.886089459,0.89905489,0.81525,0.81896,0.82731,0.82236,0.80517,0.81814
CCNA_00035,NA,tRNA pseudouridine synthase B,17,1052.105606,1515.197298,585.9844179,714.792461,1731.32968,1975.221833,49.23136197,67.98618499,71.86996905,74.00553887,83.41695606,96.93582539,4.68E-02,4.49E-02,0.12264826,0.103534302,4.82E-02,4.91E-02,0.81228,0.81689,0.82587,0.82002,0.80035,0.81516
CCNA_00036,NA,ribosome-binding factor A,17,108.1000971,234.1463857,148.6661943,164.8420795,241.730747,262.9635842,101.7135204,156.1270828,187.3927861,140.217727,176.4268012,184.4060066,0.940919788,0.666792623,1.260493597,0.850618528,0.729848409,0.701260622,0.8402,0.84472,0.8557,0.84942,0.82821,0.84367
CCNA_00037,NA,esterase lipase family protein,18,41.46522507,36.34828823,54.37424628,54.51559369,30.26362111,45.75149752,37.49421446,40.01275708,34.1743127,32.77103681,28.03693771,32.25674874,0.904232749,1.100815445,0.628501819,0.60113143,0.926423762,0.705042468,0.85536,0.85927,0.87411,0.86737,0.84375,0.86022
CCNA_00038,NA,hypothetical protein,18,70.501906,45.58783737,48.4856099,45.20503246,57.05349429,46.09019263,47.81036136,29.70004107,44.1272437,23.75061775,24.46887341,38.99098161,0.67814282,0.651490459,0.910110109,0.525397648,0.428875982,0.845971331,0.83185,0.83619,0.84651,0.84054,0.82027,0.83517
CCNA_00039,NA,conserved hypothetical protein,18,351.9230783,327.7599313,248.9751696,247.9107149,309.740388,311.8911978,237.7426564,174.6028718,220.8515222,157.2618892,140.6337975,195.1447905,0.675552901,0.532715732,0.88704236,0.6343489,0.454037649,0.625682263,0.84827,0.85174,0.8593,0.85473,0.839,0.85079
CCNA_00040,NA,YcxB-like membrane protein,18,65.97779291,100.434428,106.2288068,89.87548261,73.04756551,94.01354242,81.4029956,93.07829715,83.39206511,76.66277468,60.67735779,72.73098971,1.233793857,0.926756881,0.78502308,0.85298874,0.830655442,0.773622479,0.71009,0.7157,0.71879,0.71363,0.69703,0.71112
CCNA_00041,NA,protein translation initiation factor 2 IF-2,18,602.3721991,635.4057151,516.1252476,558.058682,686.7475144,732.6400037,330.4554121,464.0017382,550.3042498,535.2799248,534.9745298,571.6115966,0.548590079,0.73024483,1.066222302,0.959182147,0.778997402,0.780208006,0.81983,0.82408,0.83224,0.82689,0.80881,0.82249
CCNA_00042,NA,Ylxr homolog protein,19,208.9193841,358.6064909,86.63664118,94.77122559,264.8129375,314.1319316,34.80751852,37.00741929,51.95163363,52.47635462,42.07647431,44.80872246,0.166607415,0.103197851,0.599649674,0.553716113,0.158891309,0.142643004,0.77568,0.78062,0.78844,0.78263,0.76319,0.77824
CCNA_00043,nusA,N utilization substance protein A NusA,19,462.2226501,435.9702572,582.2643788,598.022743,466.843456,521.6153278,758.4947902,761.4732606,777.6472937,983.7963921,860.9415044,1003.228642,1.640972787,1.746617454,1.335557046,1.645081903,1.844176015,1.923311276,0.81778,0.8223,0.82834,0.82329,0.80669,0.81965
CCNA_00044,NA,ribosome maturation protein RimP,19,508.529025,431.1171388,231.2557501,282.7842654,475.1107207,443.8012859,175.4502795,185.1013814,210.2145888,207.9105551,199.1735359,238.3431101,0.345015271,0.429352871,0.909013457,0.735226745,0.41921499,0.537049165,0.81783,0.82222,0.82765,0.82286,0.80713,0.81953
CCNA_00045,NA,inorganic pyrophosphatase,NA,1036.874475,777.7349309,807.1366157,780.0620203,661.1609063,781.03475,1782.295691,1137.525992,1149.049745,1109.251703,1219.052604,1501.101089,1.718911724,1.462613992,1.423612462,1.4220045,1.843806239,1.921938926,0.85972,0.86377,0.87519,0.86917,0.84861,0.86336
CCNA_00046,NA,conserved hypothetical protein,NA,97.3138653,106.441663,149.5376152,136.674301,85.84716859,95.97105653,43.25555308,70.65343566,68.10763723,46.93361611,48.97124881,47.70549928,0.444495273,0.663776135,0.455454884,0.343397521,0.570446872,0.497082152,0.78571,0.79044,0.7957,0.79069,0.77422,0.78741
CCNA_00047,NA,tRNA m7-G46 methyltransferase,NA,79.19422821,79.79728299,68.57883786,83.77501716,64.81857961,94.92632279,118.7768124,88.2905595,112.273284,117.2008338,99.02611233,105.6417074,1.499816528,1.10643566,1.637141828,1.398995044,1.527742708,1.112881067,0.82848,0.83304,0.84683,0.83983,0.81572,0.83295
CCNA_00048,metK,S-adenosylmethionine synthetase,22.1,760.0663739,683.7580793,1153.15014,1168.680294,975.571063,973.7958023,1328.152113,1298.055552,1792.586995,1802.485566,1813.807348,1826.158252,1.747415961,1.898413476,1.554513096,1.542325626,1.859226269,1.875298957,0.86569,0.86929,0.88167,0.87579,0.85526,0.86975
CCNA_00049,hipB,HTH transcriptional regulator,22,19.12531152,11.91127983,NA,NA,18.63055074,NA,14.78705656,3.447683974,7.128056703,10.0113153,7.25275318,13.08124035,0.773166834,0.28944698,NA,NA,0.389293547,NA,0.75441,0.75958,0.76029,0.75605,0.74291,0.75456
CCNA_00050,NA,apolipoprotein N-acyltransferase,22,34.37227057,26.48726654,20.31794065,25.82916618,21.76709327,30.48237107,20.6684031,16.10294468,15.11793094,15.39115152,13.49012091,16.14734103,0.601310381,0.607950415,0.744068073,0.595882632,0.619748386,0.529727198,0.78182,0.78656,0.7917,0.78671,0.77031,0.78349
CCNA_00051,corC,magnesium and cobalt efflux protein CorC,22,82.78520778,67.83978586,62.90458983,68.88672918,75.31823257,74.63120245,66.66897162,45.75811993,61.48527403,48.40062996,39.78028921,61.86342768,0.805324688,0.674502718,0.977437007,0.702611817,0.528162808,0.82892176,0.80224,0.80669,0.81247,0.80755,0.79124,0.80411
CCNA_00052,NA,metal-dependent hydrolase/metalloproteinase,22,120.1452861,107.9953411,93.66424034,95.51092184,88.80718017,110.5712598,130.1631638,84.63654752,97.90433401,111.240209,90.44512886,136.701026,1.083381362,0.783705544,1.045269077,1.164685743,1.018443877,1.236316076,0.76619,0.77123,0.77454,0.76977,0.75443,0.76722
CCNA_00053,phoH,phosphate starvation-inducible protein PhoH,22,83.65359771,67.44111228,68.29560717,62.26872066,50.85178948,64.3934869,110.2590307,67.1618349,83.13772066,82.90611853,64.69055685,93.96841343,1.318042902,0.995858945,1.217321642,1.331424793,1.272139241,1.459284439,0.84194,0.84588,0.85479,0.84949,0.83147,0.84483
CCNA_00054,NA,tRNA 2-methylthioadenosine synthase,22,179.4780717,149.1606556,113.1211673,120.6084511,142.1866744,136.5548073,183.2405517,121.5673256,122.6587669,121.2968192,129.585348,145.7497522,1.020963452,0.815009327,1.084313129,1.005707462,0.911374772,1.067335197,0.83732,0.84136,0.85311,0.84704,0.82602,0.84119
CCNA_00055,NA,ferric uptake regulation protein,NA,594.1995856,1032.339995,868.2435628,588.727193,593.3213148,759.1876052,728.3794475,1286.409067,1036.085089,806.7927528,610.8316615,837.6628635,1.225816149,1.246109879,1.19331157,1.370401711,1.029512418,1.103367413,0.83192,0.83616,0.84662,0.8407,0.82049,0.83531
CCNA_00056,NA,ribosomal-protein-S18-alanine acetyltransferase,23,28.59571553,24.59386967,30.19207235,33.25775368,22.36544464,33.15904885,23.79889886,30.73817932,36.81019552,32.70248209,30.23142358,32.71800424,0.832254008,1.249830943,1.219200693,0.983303996,1.351702328,0.986699118,0.83378,0.83793,0.84752,0.84189,0.82271,0.83689
CCNA_00057,NA,glycoprotease family protein,23,66.79830413,55.90320672,58.00008124,47.39200218,47.40602887,73.4030723,62.7695914,57.00511358,70.62196863,52.11788936,40.08097148,49.16930308,0.939688398,1.019710978,1.217618443,1.099719087,0.845482577,0.669853475,0.83247,0.83673,0.84763,0.84159,0.82091,0.83601
CCNA_00058,NA,conserved hypothetical protein,23,90.22964815,76.42392955,82.53570578,77.57071805,69.64946493,83.90580795,79.26758018,65.40509567,87.00867204,78.76990573,72.21244958,74.44122152,0.878509246,0.855819585,1.054194318,1.015459283,1.036798339,0.887199865,0.84703,0.851,0.85929,0.85412,0.83668,0.84969
CCNA_00059,NA,oxygen-insensitive NADH nitroreductase,NA,426.9093881,294.0242257,211.9491819,148.6447183,142.7466107,177.1974744,792.2479739,469.2409586,284.6052429,204.6330087,212.5731107,282.7805354,1.855775478,1.595926177,1.342799441,1.376658458,1.489163978,1.595849695,0.8413,0.84532,0.85647,0.85055,0.83018,0.84494
CCNA_00060,NA,mitochondrial-type Fe-S cluster assembly protein NFU,NA,492.9580851,403.0642352,276.3976561,229.0429084,216.3711818,250.1797453,590.8764734,434.5915482,317.4232667,259.2435986,236.4271954,328.2597903,1.198634308,1.078219078,1.148429662,1.131856037,1.092692628,1.312095789,0.80857,0.8132,0.82301,0.81695,0.79643,0.81175
CCNA_00061,NA,cytochrome p450,NA,176.4912713,54.01709735,42.65808803,27.38508493,61.21850611,45.17115628,182.7497424,27.65582988,25.8135956,19.26729337,16.6828528,23.18866473,1.035460513,0.511982895,0.605127815,0.703568874,0.272513229,0.513351144,0.8542,0.85826,0.87141,0.86497,0.84269,0.85846
CCNA_00062,trpS,tryptophanyl-tRNA synthetase,NA,250.6525316,280.4254954,229.1839278,233.3039312,246.166986,296.3585303,163.4646884,155.4355153,206.8530897,170.3167376,171.8207126,205.1636098,0.652156543,0.554284535,0.902563682,0.730020865,0.697984386,0.692281777,0.85534,0.85951,0.87379,0.86697,0.84336,0.85994
CCNA_00063,mviN,MviN-family integral membrane protein,NA,64.27626562,48.52352135,54.4378869,44.33592666,40.61075063,52.42329051,42.53512262,36.91978482,44.0384195,34.90344879,28.71322556,38.42971205,0.661754727,0.760863676,0.808966365,0.787249786,0.707035086,0.733065622,0.86094,0.86524,0.88046,0.8733,0.84857,0.86581
CCNA_00064,NA,methyl-accepting chemotaxis protein,NA,11.2610198,14.3207779,16.9083914,15.78639888,19.55111535,12.28321634,1.352804425,0.833126306,1.722481408,2.679899319,2.948155113,3.161056966,0.120131609,5.82E-02,0.101871394,0.169760016,0.15079217,0.257347659,0.81717,0.82174,0.82996,0.82433,0.80552,0.81978
CCNA_00065,NA,S-adenosylmethionine-dependent methyltransferase,30,171.64509,35.16662897,24.9538128,144.3759353,311.3196062,145.1121296,248.4534021,35.16214586,55.92234639,172.0557537,343.5426627,161.599736,1.447483305,0.999872518,2.241034139,1.191720443,1.103504745,1.113619767,0.86527,0.86906,0.88405,0.87737,0.85392,0.87017
CCNA_00066,NA,Rieske (2Fe-2S) domain protein,30,62.50962738,63.02320349,NA,51.2273031,66.62973065,63.2251165,25.89212625,16.20353993,24.16511378,17.79768194,10.52480022,15.42733237,0.414210216,0.257104353,NA,0.347425706,0.157959519,0.244006389,0.86831,0.87167,0.88195,0.87678,0.85878,0.87169
CCNA_00067,NA,YciI-like protein,30,111.0351692,121.6497548,182.0876133,168.6358968,84.7703866,109.1247131,289.5927183,325.3432701,280.7680859,276.5312763,255.511765,298.8828233,2.608117054,2.674426025,1.541939514,1.639812646,3.014163027,2.738910508,0.8566,0.86045,0.8714,0.86567,0.84596,0.86015
CCNA_00068,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,30,77.36883592,78.83172541,78.44354701,69.23613042,58.61525552,78.34383334,94.57620793,88.67943622,103.2517258,81.08791596,68.47233252,71.25694577,1.222407017,1.124920656,1.316255189,1.171179202,1.168165726,0.90954122,0.86633,0.87039,0.88455,0.87785,0.85467,0.87088
CCNA_00069,NA,O-sialoglycoprotein endopeptidase,30,86.56465811,79.89982529,55.72257872,54.9155229,69.70662912,81.41471012,48.70735028,39.84788886,44.91241655,36.63195151,34.11255216,41.55094851,0.562670163,0.498723104,0.806000325,0.667060051,0.489373143,0.510361683,0.84612,0.85023,0.86289,0.85653,0.83455,0.85024
CCNA_00070,NA,porphobilinogen deaminase,31,92.54730947,85.47050147,80.89190608,73.88156488,72.0700977,98.65622786,79.29568213,77.56812649,88.17084362,80.52756387,68.31752118,85.64127907,0.856812398,0.907542663,1.089983509,1.089954767,0.947931574,0.868077778,0.84792,0.85186,0.86487,0.85856,0.83659,0.85219
CCNA_00071,NA,uroporphyrinogen-III synthase,31,33.17531832,30.38478351,31.81600044,29.7628499,29.69135468,44.16732632,7.125923691,5.789097059,8.912331988,6.333689272,4.588476502,8.275886751,0.21479594,0.190526191,0.280121067,0.212805202,0.154539143,0.187375769,0.81216,0.81632,0.82776,0.82168,0.80055,0.816
CCNA_00072,NA,conserved hypothetical protein,31,75.06436754,98.43529107,114.5379599,91.36167211,81.76197404,89.15444075,83.45986365,88.39898366,120.4148795,76.73916055,64.63227168,77.7162689,1.11184396,0.898041573,1.051309798,0.839949169,0.790493043,0.871703846,0.84981,0.85377,0.86568,0.85963,0.83871,0.85369
CCNA_00073,NA,HemY domain membrane protein,31,58.9659478,71.33575091,77.77349387,66.08648848,53.18287622,68.15690201,61.76821477,63.58750978,103.4790995,61.23699843,47.06754492,58.22047449,1.047523479,0.891383478,1.330518848,0.926619039,0.885013152,0.854212454,0.83566,0.83984,0.85182,0.84558,0.82406,0.83958
CCNA_00074,NA,multifunctional fatty acid oxidation complex subunit alpha FadJ,32,200.0756452,112.3978204,176.2919393,191.2300823,151.6529047,168.7496145,215.347995,157.630555,226.9227346,266.8908543,235.9401989,239.7937595,1.076332878,1.402434268,1.287198584,1.395653085,1.555790833,1.421003303,0.85885,0.86301,0.87482,0.86862,0.84746,0.8626
CCNA_00075,NA,3-ketoacyl-CoA thiolase,32,535.4955993,146.7235035,203.7002013,224.2549181,154.6156986,168.7948297,769.0758087,211.8237221,292.0339859,315.4564219,250.7767959,257.5502343,1.436194452,1.443693185,1.433646035,1.40668675,1.621936182,1.525818266,0.87165,0.87542,0.88626,0.88061,0.86128,0.87511
CCNA_00076,NA,hypothetical protein,33,377.071263,55.83146814,60.20988132,59.27774359,52.74813712,57.37843565,313.321261,19.8315633,37.50670995,38.19034058,26.94640827,31.35369482,0.83093381,0.355204045,0.6229328,0.644261037,0.510850425,0.546436905,0.82148,0.82667,0.83773,0.83088,0.80808,0.82488
CCNA_00077,NA,"acyl-CoA dehydrogenase, long-chain specific",33,416.425495,60.87952954,50.13712129,52.43572795,48.32498265,54.55285276,390.7522428,26.14764207,31.86657675,33.68267165,30.41843194,30.34569929,0.93834851,0.429498097,0.635588481,0.642361096,0.62945562,0.556262372,0.84928,0.85348,0.86309,0.85741,0.83823,0.85232
CCNA_00078,NA,acyl-CoA dehydrogenase,33,588.3101428,83.35276057,153.30823,133.5926956,76.38914577,72.71996769,988.7576168,97.59098316,126.1924408,139.8922094,123.4203719,137.7958501,1.680674095,1.170818849,0.823128939,1.047154628,1.615679436,1.894883269,0.8565,0.86055,0.8735,0.86711,0.84505,0.86068
CCNA_00079,NA,MerR-family transcriptional regulator,33,225.4608698,212.1030426,168.1936911,177.3053936,247.4344822,209.8418845,168.9609464,65.88729119,123.2502007,83.0699583,84.29930489,83.58912583,0.749402531,0.310638124,0.732787299,0.468513431,0.34069344,0.398343381,0.84238,0.84657,0.8554,0.84992,0.83146,0.84518
CCNA_00080,NA,LexA-related transcriptional repressor,NA,114.59052,123.4111558,96.14378024,96.37453459,150.8656472,150.9034571,29.23205056,15.45853987,22.68276809,19.5958395,15.87226904,19.24171441,0.255100078,0.125260474,0.235925486,0.203330056,0.105207974,0.127510097,0.84798,0.85237,0.86769,0.86043,0.83532,0.85292
CCNA_00081,NA,hypothetical protein,NA,557.7846143,407.0379243,260.4510875,634.2131029,1346.893964,517.4971398,654.363226,371.205635,259.2900675,703.5241464,1065.136764,618.2396031,1.173146783,0.91196818,0.995542273,1.109286679,0.790809665,1.194672503,0.84105,0.84488,0.85062,0.8462,0.83147,0.84289
CCNA_00082,lysS,class 1 lysyl-tRNA synthetase,NA,189.6359068,182.4714579,218.6470949,189.8997584,151.1406223,201.8290434,309.9402218,263.7611512,310.4279626,286.2628339,269.0306827,311.2588337,1.634396286,1.44549265,1.41976715,1.507441802,1.780002481,1.542190501,0.85515,0.8594,0.87353,0.86669,0.84308,0.85969
